Target,Accuracy,K,Window_Size,Window_Overlap,Optimization_Level,Finite_Context,Time
english_polish_czech.txt,62.48,3,10,0,1,True,12.737
english_polish_czech.txt,33.23,3,10,0,1,False,12.724
english_polish_czech.txt,61.78,3,10,0.2,1,True,12.761
english_polish_czech.txt,17.66,3,10,0.2,1,False,12.773
english_polish_czech.txt,54.49,3,10,0.4,1,True,12.758
english_polish_czech.txt,33.23,3,10,0.4,1,False,12.847
english_polish_czech.txt,53.69,3,10,0.6,1,True,12.963
english_polish_czech.txt,33.63,3,10,0.6,1,False,13.114
english_polish_czech.txt,52.5,3,10,0.8,1,True,14.452
english_polish_czech.txt,54.79,3,10,0.8,1,False,14.157
english_polish_czech.txt,60.28,3,12,0,1,True,12.764
english_polish_czech.txt,0.0,3,12,0,1,False,12.777
english_polish_czech.txt,70.06,3,12,0.2,1,True,12.801
english_polish_czech.txt,33.63,3,12,0.2,1,False,12.663
english_polish_czech.txt,58.38,3,12,0.4,1,True,12.754
english_polish_czech.txt,34.33,3,12,0.4,1,False,12.654
english_polish_czech.txt,53.29,3,12,0.6,1,True,13.054
english_polish_czech.txt,18.06,3,12,0.6,1,False,12.912
english_polish_czech.txt,56.09,3,12,0.8,1,True,13.521
english_polish_czech.txt,34.33,3,12,0.8,1,False,13.56
english_polish_czech.txt,72.95,3,15,0,1,True,12.769
english_polish_czech.txt,72.95,3,15,0,1,False,12.701
english_polish_czech.txt,66.07,3,15,0.2,1,True,12.745
english_polish_czech.txt,66.07,3,15,0.2,1,False,12.804
english_polish_czech.txt,69.56,3,15,0.4,1,True,12.738
english_polish_czech.txt,33.93,3,15,0.4,1,False,12.67
english_polish_czech.txt,63.07,3,15,0.6,1,True,12.811
english_polish_czech.txt,34.23,3,15,0.6,1,False,12.751
english_polish_czech.txt,59.58,3,15,0.8,1,True,13.558
english_polish_czech.txt,34.23,3,15,0.8,1,False,13.097
english_polish_czech.txt,36.53,3,3,0,2,True,13.168
english_polish_czech.txt,37.72,3,3,0,2,False,13.216
english_polish_czech.txt,33.83,3,3,0.2,2,True,13.489
english_polish_czech.txt,42.12,3,3,0.2,2,False,13.384
english_polish_czech.txt,34.93,3,3,0.4,2,True,14.253
english_polish_czech.txt,39.02,3,3,0.4,2,False,14.271
english_polish_czech.txt,34.93,3,3,0.6,2,True,14.103
english_polish_czech.txt,39.02,3,3,0.6,2,False,14.117
english_polish_czech.txt,34.93,3,3,0.8,2,True,14.077
english_polish_czech.txt,39.02,3,3,0.8,2,False,14.284
english_polish_czech.txt,42.91,3,5,0,2,True,12.938
english_polish_czech.txt,33.63,3,5,0,2,False,12.917
english_polish_czech.txt,41.62,3,5,0.2,2,True,12.94
english_polish_czech.txt,39.72,3,5,0.2,2,False,13.168
english_polish_czech.txt,42.22,3,5,0.4,2,True,12.929
english_polish_czech.txt,53.29,3,5,0.4,2,False,13.462
english_polish_czech.txt,42.12,3,5,0.6,2,True,13.419
english_polish_czech.txt,55.99,3,5,0.6,2,False,13.549
english_polish_czech.txt,40.12,3,5,0.8,2,True,14.264
english_polish_czech.txt,53.29,3,5,0.8,2,False,14.9
english_polish_czech.txt,57.39,3,8,0,2,True,12.823
english_polish_czech.txt,48.5,3,8,0,2,False,12.899
english_polish_czech.txt,51.0,3,8,0.2,2,True,12.996
english_polish_czech.txt,41.02,3,8,0.2,2,False,12.918
english_polish_czech.txt,50.6,3,8,0.4,2,True,13.067
english_polish_czech.txt,48.4,3,8,0.4,2,False,13.202
english_polish_czech.txt,49.6,3,8,0.6,2,True,13.166
english_polish_czech.txt,53.89,3,8,0.6,2,False,13.487
english_polish_czech.txt,47.8,3,8,0.8,2,True,14.233
english_polish_czech.txt,55.39,3,8,0.8,2,False,14.741
english_polish_czech.txt,70.66,3,10,0,2,True,12.821
english_polish_czech.txt,33.23,3,10,0,2,False,12.854
english_polish_czech.txt,63.37,3,10,0.2,2,True,12.912
english_polish_czech.txt,17.66,3,10,0.2,2,False,12.822
